_id,nom,url,prix_avant,prix_apres,reduction,categorie,sous_categorie,description,images[0],images[1],images[2],images[3],images[4],images[5],images[6],images[7],images[8],images[9],images[10],images[11],images[12],date_scraping
69582ed7d3cdbac2087140b0,Switch TP-LINK 48 ports mega Fast Ethernet TL-SF1048 Rackable bon prix cameroun,https://nowtechcenter.com/produit/switch-tp-link-48ports-mega-fast-ethernet-tl-sf1048-rackable/,"160,000CFA","140,000CFA",-13%,Switchs TP-LINK,Switchs TP-LINK,"HARDWARE FEATURES Switch TP-LINK 48 ports mega Fast Ethernet TL-SF1048Standards and ProtocolsIEEE 802.3i, IEEE 802.3u, IEEE 802.3xInterface48 10/100Mbps RJ45 Ports (Auto Negotiation/Auto MDI/MDIX)Network Media10BASE-T: UTP category 3, 4, 5 cable (maximum 100m)100BASE-TX: UTP category 5, 5e or above cable (maximum 100m)Fan QuantityFanlessPhysical Security LockNoPower Supply100-240VAC, 50/60HzMax. Power ConsumptionMaximum: 9.9WDimensions ( W x D x H )17.3*7.1*1.7 in. (440*180*44 mm)MountingRack MountableMax. Power Consumption9.9W(220V/50Hz)Max. Heat Dissipation33.78BTU/hPERFORMANCESwitching Capacity9.6GbpsPacket Forwarding Rate7.14MppsMAC Address Table8K",TL-SF1048-600x596.jpg,TL-SF1048_UN_7.0_02_large_1508824202066q-600x601.jpg,TL-SF1048_UN_7.0_03_large_1508823959644f-600x599.jpg,,,,,,,,,,,02-01-2026
69582eded3cdbac2087140b1,Système Wi-Fi 6 Tribande Maillé Velop AX4200 De Linksys bon prix en vente,https://nowtechcenter.com/produit/systeme-wi-fi-6-tribande-maille-velop-ax4200-de-linksys-bon-prix-en-vente/,"250,000CFA","199,000CFA",-20%,Réseaux et Télecommunication,Réseaux et Télecommunication,"Profitez de vitesses 3,5 fois plus rapides avec la technologie WiFi 6 offrant jusqu’à 4. 2 Gbps avec une connectivité à 8 fluxLe WiFi 6 offre encore plus de portée que le WiFi 5La technologie Intelligent Mesh™ offre des vitesses Wi-Fi gigabit dans toute votre maisonProcesseur quadricœur de 1,4 GHz pour des appels vidéo fluides, le streaming et les jeuxLe système modulaire peut être adapté à vos besoins Wi-Fi croissantsContrôle parental pour protéger vos enfants en ligneFonctionne avec Apple HomeKit",image.jpg,,,,,,,,,,,,,02-01-2026
69582ee6d3cdbac2087140b2,Switch TP-LINK TL-SF1024D 24 ports 10/100 Mbps bon prix en vente au Cameroun,https://nowtechcenter.com/produit/switch-tp-link-24ports-mega-fast-ethernet-tl-sf1024d-rackable-en-vente-au-cameroun/,"65,000CFA","40,000CFA",-38%,Switchs TP-LINK,Switchs TP-LINK,"Le switch TP-LINK TL-SF1024D est un équipement réseau essentiel permettant de connecter jusqu’à 24 appareils en réseau local avec des vitesses allant jusqu’à 100 Mbps. Il optimise la communication entre ordinateurs, imprimantes, caméras de surveillance, et autres appareils compatibles.Caractéristiques techniques :24 ports RJ45 10/100 MbpsFonctionnement Plug and Play sans configuration nécessaireSupport du mode Full Duplex et Half DuplexDétection automatique MDI/MDIX sur chaque portCompatible avec la norme IEEE 802.3, 802.3uTaux de transfert efficace pour une performance réseau fluideDesign compact et ventilé pour une meilleure dissipation de la chaleurCe switch TP-LINK garantit une connexion fiable pour vos appareils réseau, idéal pour les petites et moyennes installations. Facile à installer, il améliore la gestion du trafic réseau sans complexité.",SF1024D-1000x1000-1.jpg,921727bd7cbd949d35b687b61130327d.jpg_720x720q80.jpg,TL-SF1024_800_Square.jpg,,,,,,,,,,,02-01-2026
69582eeed3cdbac2087140b3,Switch TP-LINK TL-SF1008D 8 ports 10/100 Mbps bon prix en vente au Cameroun,https://nowtechcenter.com/produit/switch-tp-link-8-ports-mega-fast-ethenet-sf1008d-en-vente-au-cameroun/,"12,000CFA","10,000CFA",-17%,Switchs TP-LINK,Switchs TP-LINK,"Le TP-LINK TL-SF1008D est un switch réseau compact avec 8 ports RJ45 supportant des débits de 10/100 Mbps. Il permet de connecter facilement plusieurs périphériques, comme des ordinateurs, imprimantes, ou caméras, pour un réseau fluide et performant.Caractéristiques techniques :8 ports RJ45 10/100 MbpsTechnologie Plug and Play, sans configuration requiseSupport du mode Full Duplex et Half DuplexDétection automatique MDI/MDIX sur chaque portCompatible avec les normes IEEE 802.3 et 802.3uDesign compact avec ventilation efficace pour une meilleure dissipation thermiqueCe switch TP-LINK offre une solution simple et efficace pour étendre votre réseau local tout en garantissant une bonne stabilité des connexions.",TL-SF1008D.jpg,61nHCn7S8L.jpg,TP-LINK-TL-SF1008D-Westgate-Technologies-Ltd.jpg,,,,,,,,,,,02-01-2026
69582ef5d3cdbac2087140b4,Point d’accès Mikrotik cap 5 CAC Dual band RBcAPG1-5acD2nD bon prix en vente au Cameroun,https://nowtechcenter.com/produit/point-dacces-mikrotik-cap-5-cac-dual-band-rbcapg1-5acd2nd-bon-prix-en-vente-au-cameroun/,"130,000CFA","110,000CFA",-15%,Routeurs/AP Wifi/ Antennes Radio,Routeurs/AP Wifi/ Antennes Radio,"DétailsCode produitRBcAPGi-5acD2nDArchitectureBRAS 32 bitsCPUIPQ-4018Nombre de cœurs de processeur4Fréquence nominale du processeur716 MHzModèle de puce de commutationIPQ-4018DimensionsBoîtier rond : ⌀ 136 mm, hauteur : 30 mm ; Boîtier carré : 145 mm x 145 mm x 30 mmLicence RouterOS4Système opérateurRouteurOSTaille de la RAM128 MoTaille de stockage16 MoType de stockageÉCLAIRMTBFEnviron 100’000 heures à 25CTempérature ambiante testée-40°C à 50°CAccélération matérielle IPsecOui",Harga-Jual-Mikrotik-RBcAPGi-5acD2nD-Wireless-Indoor-cAP-ac-600x600.webp,,,,,,,,,,,,,02-01-2026
69582efdd3cdbac2087140b5,Switch TP-LINK TL-SF1005D 5 ports 10/100 Mbps bon prix en vente au Cameroun,https://nowtechcenter.com/produit/switch-tp-link-5-ports-mega-fast-ethenet-sf1005d-en-vente-au-cameroun/,"10,000CFA","7,000CFA",-30%,Switchs TP-LINK,Switchs TP-LINK,"Le TP-LINK TL-SF1005D est un switch compact équipé de 5 ports RJ45 supportant des vitesses de transfert de 10/100 Mbps. Il facilite la connexion simultanée de plusieurs appareils tels que des ordinateurs, imprimantes et autres périphériques réseau, assurant une communication fluide et fiable.Caractéristiques techniques :5 ports RJ45 10/100 MbpsFonction Plug and Play, aucune configuration nécessaireSupport des modes Full Duplex et Half DuplexDétection automatique MDI/MDIX sur chaque portCompatible avec les normes IEEE 802.3 et 802.3uDesign compact avec dissipation thermique efficaceCe switch TP-LINK est une solution économique et pratique pour étendre votre réseau local sans complication, idéale pour un usage domestique ou de petits bureaux.",TL-SF1005D-450x452-1.jpg,Switch-5-Ports-TP-Link-TL-SF1005D-10-100Mbps-image-02.jpg,SWHTPL1005__4.jpg,,,,,,,,,,,02-01-2026
69582f02d3cdbac2087140b6,Mémoire  RAM Laptop 4Go  DDR4 2666Mhz CRUCIAL 4GB bon prix en vente au Cameroun,https://nowtechcenter.com/produit/memoire-ram-laptop-4go-ddr4-2666mhz-crucial-4gb-bon-prix-en-vente-au-cameroun/,"25,000CFA","15,000CFA",-40%,RAM Laptop,RAM Laptop,"DESCRIPTIONAméliorez la réactivité de votre système, lancez vos applications plus rapidement et faites du multi-tâche en toute simplicitéInstallation facile: aucune compétence informatique requise. Guides pratiques disponibles sur le site de CrucialCompatibilité garantie lorsque vous utilisez le Scanner Système ou l’outil Crucial AdvisorLa qualité et la fiabilité de Micron reposent sur des tests avancés au niveau du composant et du module, mais également sur 42 années d’expertise en matière de mémoireType ECC=Non-ECC, Facteur de forme=SODIMM, Nombre de broches=260 broches, Vitesse PC=PC4-21300, Tension=1,2V, Rang et Configuration=1Rx8",MEMOIRE-RAM.jpg,,,,,,,,,,,,,02-01-2026
69582f09d3cdbac2087140b7,Imprimante  Epson L3250 A4 Multifonction EcoTank bon prix en vente au Cameroun,https://nowtechcenter.com/produit/imprimante-epson-l3250-a4-multifonction-ecotank/,"180,000CFA","135,000CFA",-25%,Imprimantes EPSON,Imprimantes EPSON,"Imprimante Epson L3250 A4 Multifonction EcoTankImprimante multifonctionImpression, copie et numérisation sans filImpression ultra économiqueÉconomisez jusqu’à 90 % sur vos coûts d’impression2Volume d’encre fourni pour 3 ans d’impression3Capacité fournie : 8 100 pages en monochrome et 6 500 pages en couleur4Système de réservoir d’encre simpleRecharges simples avec les bouteilles d’encre à détrompeurs et les réservoirs d’encre en façadeApplication Epson Smart PanelConfiguration, surveillance, impression sans fil et plus encore depuis votre appareil mobile5Imprimante avec réservoir d’encreImprimante 3 en 1 couleur A4 avec Wi-Fi DirectCette imprimante multifonction (impression, numérisation, copie), sans cartouches à remplacer et dotée de Wi-Fi Direct, est idéale",L321-e1762249391350.jpg,,,,,,,,,,,,,02-01-2026
69582f0bd3cdbac2087140b8,Routeur Microtik hAP ac3 RBD53iG-5HacD2HnD WIFI bon prix en vente au Cameroun,https://nowtechcenter.com/produit/routeur-microtik-hap-ac3-rbd53ig-5hacd2hnd-wifi-bon-prix-en-vente-au-cameroun/,"150,000CFA","110,000CFA",-27%,Routeurs/AP Wifi/ Antennes Radio,Routeurs/AP Wifi/ Antennes Radio,DétailsCode produitRBD53iG-5HacD2HnDArchitectureBRAS 32 bitsCPUIPQ-4019Nombre de cœurs de processeur4Fréquence nominale du processeur716 MHzModèle de puce de commutationIPQ-4019Dimensions251 × 129 × 39 mmLicence RouterOS4Système opérateurRouteurOSTaille de la RAM256 MoTaille de stockage128 MoType de stockageNANDMTBFEnviron 200’000 heures à 25CTempérature ambiante testée-40°C à 70°CAccélération matérielle IPsecOui,maxresdefault-600x338.jpg,,,,,,,,,,,,,02-01-2026
69582f12d3cdbac2087140b9,Switch D-Link DES-1210-28P 28 ports Fast Ethernet PoE Smart – Bon prix en vente au Cameroun,https://nowtechcenter.com/produit/switch-d-link-des-1210-28p-28-ports-mega-fast-ethernet-bon-prix-en-ligne/,"190,000CFA","170,000CFA",-11%,Switchs D-LINK,Switchs D-LINK,"LeD-Link DES-1210-28Pest unswitch manageable de niveau 2, doté de24 ports Fast Ethernet PoEet de4 ports uplink (2 Fast Ethernet + 2 combo Gigabit SFP). Il prend en charge la gestion via une interface Web intuitive et offre des fonctions avancées comme le VLAN, QoS ou la sécurité par contrôle d’accès. Grâce à la technologiePoE (IEEE 802.3af),Spécifications techniques :Nombre total de ports :28 (24 ports 10/100 Mbps PoE + 4 uplink : 2 RJ45 + 2 SFP)Type de switch :Smart manageable (interface Web/CLI/SNMP)Norme PoE :IEEE 802.3afPuissance PoE totale :jusqu’à 193WCapacité de commutation :12,8 GbpsFonctions principales :VLAN, QoS, Spanning Tree, IGMP, contrôle d’accès, port mirroringFormat :boîtier rackable métalliqueRefroidissement :ventilé, usage intensifProtection intégrée :contre les surtensionsApplications typiques :réseaux d’entreprise, vidéosurveillance IP, établissements scolairesCe switch allie puissance, contrôle réseau et alimentation PoE, avec un excellent rapport qualité-prix pour les professionnels exigeants.",41ECODOiFKL._AC_SX679_.jpg,,,,,,,,,,,,,02-01-2026
69582f18d3cdbac2087140ba,Switch D-Link DES‑1018P 16 ports Fast Ethernet PoE non manageable avec 2 uplinks Gigabit RJ45/SFP – Très bon prix au Cameroun,https://nowtechcenter.com/produit/switch-d-link-des-1018p-16-ports-poe-mega-fast-ethernet-bon-prix-en-vente/,"170,000CFA","140,000CFA",-18%,Switchs D-LINK,Switchs D-LINK,"LeSwitch D-Link DES‑1018Pest unswitch non manageabledestiné aux environnements professionnels qui recherchent une solution simple, robuste et efficace pour alimenter et connecter plusieurs équipements réseau. Il dispose de16 ports Fast Ethernet, dont8 ports PoE, capables de fournir une alimentation électrique et des données via un seul câble Ethernet avec ses 2 port UPlink il peut facilement etre implante dans le réseauSpécifications techniques :Nombre total de ports :16 ports 10/100 Mbps (8 PoE + 8 non PoE)Uplink :2 ports supplémentaires Gigabit RJ45 ou SFP comboPuissance PoE totale :jusqu’à 80 W (IEEE 802.3af)Capacité de commutation :7,2 GbpsDébit :jusqu’à 5,36 MppsFonctionnement :Plug and Play, aucune configuration requiseTechnologies intégrées :auto MDI/MDIX, contrôle de flux, détection automatiqueProtection :contre les surtensions sur les ports PoEBoîtier :métallique avec ventilation activeUtilisation typique :systèmes de vidéosurveillance, téléphonie IP, petits réseaux d’entrepriseLe DES‑1018P est une solution économique et efficace pour tout professionnel cherchant à déployer rapidement un réseau PoE stable, sans avoir à investir dans des équipements complexes ou coûteux.",DES-1018P_A1.png,,,,,,,,,,,,,02-01-2026
69582f1fd3cdbac2087140bb,SPEAKER PHONE LOGITECH 90-00742 P710E BON PRIX EN VENTE AU CAMEROUN,https://nowtechcenter.com/produit/40260/,"160,000CFA","140,000CFA",-13%,.Téléphonie,.Téléphonie,"Logitech P710e. Type d’appareil: Téléphone portable, Couleur du produit: Noir, Prise en charge du système d’exploitation Windows: Windows 10, Windows 11, Windows 7, Windows 8, Windows 8.1, Windows Vista.Sensibilité: 85 dB, Gamme de fréquence: 140 – 16000 Hz. Fréquence du microphone: 50 – 8000 Hz,Type de direction de microphone: Omnidirectionnel.Technologie de connectivité: Avec fil & sans fil,Interface: USB/Bluetooth,Casque connection: 3,5 mm.Type de source d’alimentation: Batterie,Technologie batterie: Lithium Polymère (LiPo),Capacité de la batterie: 1100 mAh",LOGITECH-Mobile-speaker-phone-p710e.jpg,,,,,,,,,,,,,02-01-2026
69582f26d3cdbac2087140bc,Point D’accès Ubiquiti  Unifi AP MESH UAP-AC-M-PRO bon prix en vente,https://nowtechcenter.com/produit/point-dacces-ubiquiti-unifi-ap-mesh-uap-ac-m-pro-bon-prix-en-vente-au-cameroun/,"170,000CFA","120,000CFA",-29%,Radio sans fil UBIQUITI,Radio sans fil UBIQUITI,"Spécifications généralesModèle: Ubiquiti UniFi AP Mesh Pro (UAP-AC-M-PRO)Type: Point d’accès WiFi extérieur/intérieur, version professionnelle MeshDimensions: 343,2 × 181,2 × 60,2 mmPoids: ~1 kgIndice de protection: IPX4 (résistant aux intempéries, usage extérieur)Montage: mural ou sur poteau (kits inclus)Performances réseauNorme WiFi: 802.11ac (WiFi 5)Bandes de fréquence: 2,4 GHz et 5 GHz simultanéesDébit maximal:5 GHz : jusqu’à1300 Mbps2,4 GHz : jusqu’à450 MbpsMIMO: 3×3 DL MU-MIMO sur chaque bandeNombre de flux spatiaux: 6 au totalNombre maximum de clients: 250+ utilisateurs connectésCouverture: environ185 m² (2000 ft²)Antennes et puissanceGain antenne: 8 dBi (2,4 GHz et 5 GHz)Puissance d’émission max.: 22 dBm (sur chaque bande)Technologie Mesh: permet de relier plusieurs AP sans câblage supplémentaireConnectivité et alimentationPort réseau: 1 × Gigabit Ethernet (10/100/1000 Mbps)Alimentation: PoE (Power over Ethernet, 802.3af)Consommation: ~9 WFonctions avancéesWireless Meshing: extension du réseau sans fil par liaison entre APBand Steering: orientation automatique des clients vers la meilleure bande (2,4 ou 5 GHz)Fast Roaming (802.11r): transition rapide entre AP pour les utilisateurs mobilesRadio Resource Management (802.11k/v): gestion optimisée des ressources radioCaptive Portal: portail captif pour gestion des accès invitésPasspoint (Hotspot 2.0): support des réseaux publics sécurisésUtilisation recommandéeDéploiement extérieur (événements, campus, hôtels, zones publiques)Réseaux professionnels nécessitant haute capacité et fiabilitéScénarios Mesh pour couvrir de larges zones sans câblage complexe",q.jpg,,,,,,,,,,,,,02-01-2026
69582f33d3cdbac2087140bd,Routeur access point tplink TL-WA901ND 3antennes POE bon prix en vente au cameroun,https://nowtechcenter.com/produit/routeur-access-point-tplink-tl-wa901nd-3antennes-poe-bon-prix-en-vente-au-cameroun/,"170,000CFA","160,000CFA",-6%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"Caractéristiques principales du point d’accès TP Link TL-WA901ND :Le taux de transmission sans fil de 300 Mbps offre une expérience sans fil N fluidePrend en charge plusieurs modes de fonctionnement : point d’accès, client, répéteur universel/WDS, pont sans filConfigurez facilement une connexion sécurisée cryptée WPA-PSK/WPA2-PSK en appuyant simplement sur le bouton WPSJusqu’à 30 mètres (100 pieds) de déploiement flexible avec injecteur Power over Ethernet inclus",Capture-3.jpg,,,,,,,,,,,,,02-01-2026
69582f3bd3cdbac2087140be,repeteur wifi tp link TL-RE450,https://nowtechcenter.com/produit/repeteur-wifi-tp-link-tl-re450/,"65,000CFA","55,000CFA",-15%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"Doublez facilement la couverture WiFiAugmente la portée du signal WiFi jusqu’à des zones inatteignables ou difficiles à câbler.Haut débit WiFi idéal pour le streaming et le gamingMode Point d’accès qui remplace les performances WiFi défaillantes de votre box.Compatible avec les équipements WiFi 802.11b/g/n et 802.11acDébit WiFi bi-bande jusqu’à 1,75 Gbit/s, 450 Mbit/s  en 2.4 GHz + 1300 Mbit/s  en 5 GHz (débit max variable selon sa connexion Web)Trois antennes externes pour une couverture WiFi optimaleEtend aisément la couverture réseau d’un appui sur le bouton Range Extender.Le port Ethernet Gigabit permet également au répéteur de fonctionner via connexion filaire.Compatible avec toutes les box du marché, et routeurs/points d’accès WiFiTémoin lumineux intelligent pour un positionnement optimal",RE450-2.png,,,,,,,,,,,,,02-01-2026
69582f42d3cdbac2087140bf,"Point d’accès TP‑Link CPE510 – CPE extérieur 5 GHz 300 Mbps, antenne 13 dBi – Bon prix en vente au Cameroun",https://nowtechcenter.com/produit/antenne-tp-link-cpe510-24ghz-300mps-13-dbi-outdoor-bon-prix-en-vente-au-cameroun/,"70,000CFA","60,000CFA",-14%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"LePoint d’accès TP‑Link CPE510bénéficie d’une conception pensée pour l’outdoor : un processeur Qualcomm Atheros de 560 MHz, une antenne dual‑polarized MIMO 2×2 de 13 dBi, et un boîtier IPX5 résistant aux intempéries et aux surtensions.[1] Il supporte plusieurs modes de fonctionnement – AP, client, bridge, routeur client (WISP), répéteur – et inclut le protocole Pharos MAXtream TDMA pour optimiser la performance en environnement chargé.Caractéristiques techniques:Modèle: CPE510Fréquence: 5,15–5,85 GHz (Wi‑Fi 802.11a/n)Débit sans fil: jusqu’à 300 Mbps (canal 40 MHz)Antenne intégrée: 13 dBi dual-polarized directionnelle MIMO 2×2 (angle 45° horizontal, 30° vertical)Puissance Tx max.: 23 dBm (200 mW), réglable par pas de 1 dBmPorts Ethernet: 1 port LAN 10/100 Mbps (PoE in), 1 port Data pass-through PoEAlimentation: PoE passif 24 V (jusqu’à 60 m) via l’adaptateur fourniProtection: boîtier ASA, IPX5, protection ESD 15 kV, foudre 6 kVTempérature d’usage: -30 °C à +70 °C, humidité 10–90 % non cond.Gestion: interface web HTTP/HTTPS, Pharos Control, SNMP, outils réseau (ping, spectre, speed test), watchdog matériel, DDNS, VLAN, multicast optimisé, spectre analyser, log système…Ce CPE est particulièrement adapté aux installations industrielles, aux zones rurales ou aux opérations WISP où l’accès filaire est limité ou coûteux.",cpe510-77.jpg,,,,,,,,,,,,,02-01-2026
69582f44d3cdbac2087140c0,repeteur wifi tp link TL-WA860RE bon prix en vente cameroun,https://nowtechcenter.com/produit/repeteur-wifi-tp-link-tl-wa860re/,"35,000CFA","29,000CFA",-17%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"Le mode répéteur améliore le signal WiFi afin qu’il couvre des zones inatteignables ou difficiles à câbler.De taille minuscule et conçu pour une utilisation sur une prise murale, il est facile à déployer et à déplacerPrise gigogne garantissant qu’aucune prise électrique n’est perdueDeux antennes externes diffusent un  signal WiFi puissant afin d’offir une bonne couverture réseauLe port Ethernet permet au répéteur de fonctionner tel un adaptateur WiFi pour les appareils à connexion filaire.Présence d’un bouton permettant de répéter aisément le signal d’une source compatible WPS.Compatible avec toutes les box du marché, et routeurs/points d’accès WiFi",telechargement.jpeg,,,,,,,,,,,,,02-01-2026
69582f4bd3cdbac2087140c1,Antenne access point tp link cpe610 5ghz 300mbps 23dbi poe outdoor,https://nowtechcenter.com/produit/antenne-access-point-tp-link-cpe610-5ghz-300mbps-23dbi-outdoor/,"75,000CFA","65,000CFA",-13%,Routeurs/AP Wifi/ Antennes Radio,Routeurs/AP Wifi/ Antennes Radio,"Jusqu’à 300 Mbps (1) sur des débits de données sans fil de 5 GHzAntenne MIMO 2 × 2 directionnelle à gain élevé 23 dBi et réflecteur en métal dédié, idéal pour les applications longue distanceExcellente directivité du faisceau, amélioration de la latence et de la suppression du bruitPièces innovantes à verrouillage par pression permettant un assemblage rapide et une conception structurelle robuste assure la stabilité du CPE610, même par vents violentsBoîtier résistant aux intempéries IP65, associé à une protection contre les décharges électrostatiques et électrostatiques de 15 kV et 6 kV (2),  adapté à toutes les conditions météorologiques.Technologie TDMA Pharos MAXtream de TP-Link qui améliore les performances en termes de débit, de capacité et de latencePharos Control offre aux administrateurs un système de gestion centralisé gratuitPrise en charge PoE Passif pour permettre un déploiement flexible et une installation pratique",61ydusKYeiL._AC_UF8941000_QL80_-1.jpg,,,,,,,,,,,,,02-01-2026
69582f4ed3cdbac2087140c2,"access point tplink EAP110-Outdoor 2,4Ghz 300mps POE bon prix en vente au cameroun",https://nowtechcenter.com/produit/access-point-tplink-eap110-24ghz-300mps-poe-bon-prix-en-vente-au-cameroun/,"80,000CFA","50,000CFA",-38%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"Type of product :Access PointBrand:TP-LINKModel:EAP110Frequency:2.4 GHz … 2.483 GHzAntenna type:2 x 5 dBi Outdoor Omnidirectional antenna – 2×2 MIMOStandards:IEEE 802.11b, IEEE 802.11g, IEEE 802.11nTransmission speed:11n: max. 300 Mbps (dynamic)Waterproof class:IP65Protections:64/128/152-bit WEP / WPA / WPA2-Enterprise, WPA-PSK/WPA2-PSKLAN ports:1 x 10/100 MbpsManagement interface: Web browser, Auranet applicationTransmitter power:< 20 dBmEnclosure:Outdoor – made of plastic (weatherproof)Overvoltage protection:15 kV ESD: 6 kV lightningPoE power supply:PassivePower supply:Passive PoE, 24 V DC / 0.6 A (charger included)Designed for outdoor Wi-Fi projectsWi-Fi throughput up to 300 Mbps with 2×2 MIMO technologyLong range coverage thanks to high transmit power and 2 high gain antennasFlexible deployment and convenient installation via Passive PoE (Power over Ethernet) support and mounting designIncluded Auranet Controller software allows administrators to easily manage hundreds of access pointsVLAN support for enhanced network managementWeight:0.15 kgDimensions:216 x 46 x 34 mmWarranty:6 monthsDelivery time:5 to 10 daysCondition (new, used, refurbished):Brand new",point_d_acc_s_ext_rieur_sans_fil_-_tp-link_eap110_-_n_300_mbps.jpg,,,,,,,,,,,,,02-01-2026
69582f54d3cdbac2087140c3,ROUTEUR ACCESS POINT TP-LINK archer AC2300 wifi bi bande bon prix en vente au cameroun,https://nowtechcenter.com/produit/routeur-access-point-tp-link-archer-ac2300-wifi-bi-bande-bon-prix-en-vente-au-cameroun/,"170,000CFA","160,000CFA",-6%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"Ethernet WANOuiDSL WANOuiEmplacement de carte SIMNonCompatibilité modem USB 3G/4GNonType de connexion WANRJ-45Caractéristiques Wireless LANBande Wi-FiBi-bande (2,4 GHz / 5 GHz)Norme Wi-FiWi-Fi 5 (802.11ac)Débit de transfert des données WLAN (max)1733 Mbit/s",tp-link-archer-c2300-routeur-point-d-acces-wifi-ac2300-mbps-mu-mimo-gigabit.jpg,,,,,,,,,,,,,02-01-2026
69582f5ad3cdbac2087140c4,routeur access point tenda ac1900 AC18 wifi gigabit a double  bande 5 ports,https://nowtechcenter.com/produit/routeur-access-point-tenda-ac1900-ac18-wifi-gigabit-a-double-bande-5-ports/,"85,000CFA","75,000CFA",-12%,Routeurs/AP TENDA,Routeurs/AP TENDA,"Tenda AC18 Wireless-AC1900 Dual Band Gigabit Router,1300Mbps at 5GHz, 600Mbps at 2.4GHz,4 High Speed LAN Ports, USB 3.0 Port, Guest Network (AC18), BlackMarque : TendaNom du modèle : AC18Caractéristique spéciale : WPS, indicateur LEDClasse de bande de fréquence: Bi-bandeNorme de communication sans fil: 802.11a/b/g/n/ac",611m1jl3z6L._AC_SX425_-1.jpg,,,,,,,,,,,,,02-01-2026
69582f61d3cdbac2087140c5,"Routeur TP‑Link Archer MR600 – 4G+ Cat 6, AC1200, Gigabit, Dual‑Band – Bon prix en vente au Cameroun",https://nowtechcenter.com/produit/tp-link-box-router-archer-mr600-4g-lte-cat-6-300-mbps-bon-prix-en-vente-au-cameroun/,"170,000CFA","160,000CFA",-6%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"LeRouteur TP‑Link Archer MR600combine la connectivité 4G+ LTE Cat6 et le Wi-Fi AC1200 pour une expérience Internet rapide et fiable. Avec des vitesses jusqu’à300 Mbps en 4Get la technologieDual-Band, il peut connecter plusieurs appareils en même temps. Compatible OneMesh™, il facilite la création d’un réseau maillé.Caractéristiques techniques :Modèle: Archer MR600Technologie mobile: 4G+ LTE Cat6 (jusqu’à 300 Mbps en téléchargement)Wi-Fi: AC1200 (2,4 GHz jusqu’à 300 Mbps, 5 GHz jusqu’à 867 Mbps)Antennes: 2 antennes LTE externes amoviblesPorts:1 port WAN/LAN Gigabit3 ports LAN GigabitSIM: Slot Nano-SIMFonctions avancées: MU-MIMO, Beamforming, OneMesh™, contrôle parental, VPNGestion: Application TP-Link TetherDimensions: 202 × 141 × 33,6 mmCe routeur est idéal pour les maisons, bureaux et zones rurales où l’accès Internet par câble est limité.",51L5VItkNrL._AC_UF10001000_QL80_.jpg,,,,,,,,,,,,,02-01-2026
69582f64d3cdbac2087140c6,Routeur access point tenda ac1200 AC7 wifi sans fil a double  bandes,https://nowtechcenter.com/produit/routeur-access-point-tenda-ac1200-ac7-wifi-sans-fil-a-double-bandes/,"70,000CFA","59,000CFA",-16%,Routeurs/AP TENDA,Routeurs/AP TENDA,"Informations sur le produit Taille du produit 220*141.5*49mmSpécifications matérielles Norme filaire IEEE802.3, interface IEEE802.3u port WAN 10/100Mbps * 1 ports LAN 10/100Mbps * 3 antennes 6dBi antenne omnidirectionnelle bibande externe * 5 boutons WiFi marche/arrêt * 1, WPS/Bouton de réinitialisation * 1 Puissance de sortie: DC 9V1A Poids Poids net: 314g Poids brut: 756g Système d’éclairage du panneau * 1, WAN * 1, LAN * 1, WiFi * 1",Tenda-routeur-double-bande-AC1200-sans-fil-AC7-r-p-teur-wi-fi-avec-5-antennes-1.jpg,,,,,,,,,,,,,02-01-2026
69582f67d3cdbac2087140c7,"Routeur TP-Link Archer AX55 – Wi-Fi 6 AX3000, haute performance – Bon prix en vente au Cameroun",https://nowtechcenter.com/produit/tp-link-archer-ax55-routeur-sans-fil-gigabit-ethernet-bi-bande-24-ghz-5-ghz-5g-noir-bon-prix-en-vente-au-cameroun/,"150,000CFA","100,000CFA",-33%,Routeurs/AP TP-LINK,Routeurs/AP TP-LINK,"LeRouteur TP-Link Archer AX55apporte les avantages du Wi-Fi 6 à votre maison ou bureau. Avec un débit combiné allant jusqu’à 3000 Mbps, il assure une navigation sans interruption, même avec plusieurs appareils connectés. Sa technologie OFDMA et MU-MIMO optimise le réseau pour plus de stabilité.Caractéristiques techniques :Modèle: Archer AX55Norme Wi-Fi: Wi-Fi 6 (802.11ax)Débit: 3000 Mbps (574 Mbps en 2,4 GHz + 2402 Mbps en 5 GHz)Antennes: 4 antennes externes haute performanceTechnologies: OFDMA, MU-MIMO, Beamforming, WPA3Ports: 1 WAN Gigabit + 4 LAN Gigabit, 1 port USB 3.0Mesh: Compatible OneMesh™Sécurité: TP-Link HomeShield, VPN, contrôle parentalGestion: Application Tether et interface WebDimensions: 261 × 134,5 × 41 mmIdéal pour les foyers connectés et les petites entreprises, ce routeur garantit une couverture fiable et des vitesses optimales pour toutes vos activités en ligne.",Capture-2.png,,,,,,,,,,,,,02-01-2026
